Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,TotalArea,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,clusters_4
0.11665440172471028,0.001596911727922112,0.006387646911688448,0.9279654050955393,0.000399227931980528,0.0004790735183766336,0.1565771949227631,0.1565771949227631,0.0,0.03736773443337742,0.011497764441039206,0.02155830832694851,0.07042380720136514,0.07154164541091061,0.0,0.0,0.07154164541091061,0.0,0.0,7.98455863961056e-05,0.0,0.0001596911727922112,7.98455863961056e-05,0.000399227931980528,0.0,0.1565771949227631,7.98455863961056e-05,0.05828727806915709,0.011178382095454784,0.0,0.0,0.0,0.009581470367532673,0.0,0.0,0.0004790735183766336,0.16048962865617225,0.07154164541091061,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,No_Veneer,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,No,Attchd,Unf,TA,TA,Y,No,MnPrv,No,WD,Normal,0
0.0744302591165536,0.0010181977991320602,0.004123701086484844,0.7263314000108552,0.00030545933973961806,0.00030545933973961806,0.09968156453502869,0.09968156453502869,0.005498268115313125,0.04698982842994458,0.0,0.020669415322380823,0.0676592437523254,0.0676592437523254,0.0,0.0,0.0676592437523254,0.0,0.0,5.090988995660301e-05,5.090988995660301e-05,0.00015272966986980903,5.090988995660301e-05,0.00030545933973961806,0.0,0.09968156453502869,5.090988995660301e-05,0.015883885666460137,0.02000758675294498,0.0018327560384377084,0.0,0.0,0.0,0.0,0.6363736244575376,0.00030545933973961806,0.10232887881277204,0.0676592437523254,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,No,Attchd,Unf,TA,TA,Y,No,No,Gar2,WD,Normal,0
0.09911630515712272,0.004064920238843037,0.005013401627906412,0.9369641150533201,0.00033874335323691977,0.00033874335323691977,0.13529409528282577,0.13536184395347314,0.0,0.053589198482080706,0.0,0.009281567878691601,0.06287076636077231,0.06287076636077231,0.04749181812381615,0.0,0.11036258448458845,0.0,0.0,0.0001354973412947679,6.774867064738396e-05,0.00020324601194215186,6.774867064738396e-05,0.0004064920238843037,6.774867064738396e-05,0.13529409528282577,0.0001354973412947679,0.032654859252039065,0.014362718177245397,0.0023034548020110543,0.0,0.0,0.0,0.0,0.0,0.00020324601194215186,0.13617482800124175,0.11036258448458845,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,No_Veneer,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,No,MnPrv,No,WD,Normal,0
0.13049102901635584,0.005347992992473599,0.006952390890215679,0.8893712346483597,0.0005347992992473599,0.0005347992992473599,0.17808816664937085,0.17808816664937085,0.0017826643308245331,0.05365819635781845,0.0,0.028879162159357437,0.08253735851717589,0.08253735851717589,0.06043232081495167,0.0,0.14296967933212756,0.0,0.0,0.0001782664330824533,8.913321654122666e-05,0.00026739964962367997,8.913321654122666e-05,0.0006239325157885866,8.913321654122666e-05,0.17808816664937085,0.0001782664330824533,0.04189261177437653,0.032087957954841595,0.00320879579548416,0.0,0.0,0.0,0.0,0.0,0.0005347992992473599,0.17915776524786559,0.14296967933212756,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,No,No,No,WD,Normal,3
0.20494527647643715,0.01678732640080031,0.006015458626953445,0.7001714053000463,0.0011191550933866874,0.0006994719333666796,0.2786696182532852,0.2786696182532852,0.0,0.03679222369508735,0.0,0.14227259124678265,0.17906481494187,0.17906481494187,0.0,0.0,0.17906481494187,0.0,0.0,0.00027978877334667186,0.0,0.00027978877334667186,0.00013989438667333593,0.0006994719333666796,0.0,0.2786696182532852,0.00027978877334667186,0.07078655965670798,0.0,0.011471339707213547,0.0,0.0,0.020144791680960374,0.0,0.0,0.00013989438667333593,0.28118771721340524,0.17906481494187,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,No_Veneer,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No,Attchd,RFn,TA,TA,Y,No,No,No,WD,Normal,2
0.1304132730270173,0.005337514585007529,0.006671893231259412,0.8895857641679216,0.0005337514585007529,0.00044479288208396073,0.17729444279866677,0.17738340137508354,0.0,0.0,0.0,0.06787539380601242,0.06787539380601242,0.06787539380601242,0.0793510501637786,0.0,0.147226443969791,0.0,0.0,0.00017791715283358431,8.895857641679216e-05,0.00026687572925037647,8.895857641679216e-05,0.000622710034917545,8.895857641679216e-05,0.17729444279866677,0.00017791715283358431,0.03914177362338855,0.013966496497436368,0.0074725204190105405,0.0,0.0,0.0,0.0,0.0,0.00035583430566716863,0.17880673859775223,0.147226443969791,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,No_Veneer,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,No,No,No,WD,Normal,3
0.15548258555349556,0.002119735317702734,0.00732873774155488,0.845774391763391,0.0006359205953108203,0.0007419073611959569,0.21112563764319234,0.21271543913146937,0.0,0.09909762610260282,0.0,0.024694916451236854,0.12379254255383967,0.12580629110565728,0.0,0.0,0.12580629110565728,0.00010598676588513671,0.0,0.00021197353177027342,0.0,0.00031796029765541014,0.00010598676588513671,0.0006359205953108203,0.0,0.21112563764319234,0.00021197353177027342,0.044514441671757415,0.05119160792252103,0.002225722083587871,0.0,0.0,0.0,0.0,0.052993382942568355,0.00031796029765541014,0.21303339942912478,0.12580629110565728,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,No_Veneer,TA,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,No,Attchd,Fin,TA,TA,Y,No,GdPrv,Shed,WD,Normal,3
0.1501798910158571,0.006138142684571816,0.006445049818800406,0.8595445805962066,0.0006138142684571816,0.0005115118903809846,0.20440015139624146,0.20440015139624146,0.0,0.0,0.0,0.08071657630211938,0.08071657630211938,0.08071657630211938,0.06915640757950912,0.0,0.1498729838816285,0.0,0.0,0.00020460475615239387,0.00010230237807619693,0.0003069071342285908,0.00010230237807619693,0.0007161166465333785,0.00010230237807619693,0.20440015139624146,0.00020460475615239387,0.040204834583945394,0.0,0.00767267835571477,0.0,0.0,0.0,0.0,0.0,0.0005115118903809846,0.20562777993315584,0.1498729838816285,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,No_Veneer,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,No,No,No,WD,Normal,3
0.12890917549186837,0.0017550602517613118,0.007459006069985575,0.8929746560961555,0.0006142710881164591,0.00043876506294032795,0.17462849505025052,0.17462849505025052,0.0,0.05589866901859778,0.0,0.05818024734588749,0.11407891636448526,0.11767678988059596,0.0,0.0,0.11767678988059596,8.77530125880656e-05,0.0,8.77530125880656e-05,8.77530125880656e-05,0.0001755060251761312,8.77530125880656e-05,0.00043876506294032795,8.77530125880656e-05,0.17462849505025052,0.0001755060251761312,0.044403024369561186,0.016848578416908594,0.0,0.0,0.0,0.0,0.0,0.0,0.0001755060251761312,0.17638355530201183,0.11767678988059596,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,No_Veneer,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Po,Attchd,Unf,TA,TA,Y,No,No,No,WD,Normal,3
0.1528379479853185,0.0020794278637458296,0.0072779975231104035,0.8733597027732485,0.0004158855727491659,0.0005198569659364574,0.20482364457896424,0.20482364457896424,0.0,0.08359300012258235,0.008109768668608736,0.0,0.09170276879119109,0.09170276879119109,0.0,0.0,0.09170276879119109,0.00010397139318729148,0.0,0.00010397139318729148,0.0,0.00020794278637458296,0.00010397139318729148,0.0004158855727491659,0.0,0.20482364457896424,0.00020794278637458296,0.05458498142332803,0.024953134364949957,0.0,0.0,0.0,0.0,0.0,0.0,0.0004158855727491659,0.20898250030645588,0.09170276879119109,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,No_Veneer,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,No,Attchd,Fin,TA,TA,Y,No,MnPrv,No,WD,Normal,3
0.18773243793534336,0.015314678825452892,0.00331818041218146,0.747611571329192,0.0008933562648180853,0.0006381116177272038,0.2551170247673361,0.2551170247673361,0.0,0.13413106204625824,0.0,0.04517830253508603,0.17930936458134428,0.1706310465802543,0.0,0.0,0.1706310465802543,0.00012762232354544077,0.0,0.00025524464709088154,0.0,0.00025524464709088154,0.00012762232354544077,0.0006381116177272038,0.00012762232354544077,0.2551170247673361,0.00025524464709088154,0.06521500733172023,0.025907331679724473,0.008678318001089973,0.0,0.0,0.0,0.0,0.0,0.0007657339412726446,0.2565208703263359,0.1706310465802543,RH,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,No_Veneer,Gd,TA,PConc,Gd,TA,No,GLQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,No,No,No,WD,Normal,2
0.3010389874530673,0.032721629070985574,0.004294713815566857,0.3435771052453485,0.001227061090161959,0.0010225509084682992,0.4030895681182035,0.4030895681182035,0.10307313157360455,0.031903588344210934,0.0,0.06687482941382676,0.0987784177580377,0.0987784177580377,0.10307313157360455,0.0,0.20185154933164226,0.0,0.0,0.00020451018169365982,0.00020451018169365982,0.00040902036338731965,0.00020451018169365982,0.0010225509084682992,0.0,0.4030895681182035,0.00020451018169365982,0.053990687967126194,0.056240299965756455,0.0,0.0,0.0,0.0,0.0,0.0,0.00040902036338731965,0.4110654652042563,0.20185154933164226,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,No,Detchd,Unf,TA,TA,Y,No,No,No,COD,Normal,1
0.2972343207240257,0.03228614481727367,0.004237556507267169,0.33900452058137354,0.0010089420255398021,0.0010089420255398021,0.39772494646779,0.39772494646779,0.09927989531311653,0.06053652153238813,0.0,0.045402391149291094,0.10593891268167922,0.10593891268167922,0.11441402569621356,0.0,0.2203529383778928,0.0,0.0,0.00020178840510796044,0.00020178840510796044,0.0006053652153238813,0.00020178840510796044,0.0012107304306477626,0.0,0.40297144500059695,0.00020178840510796044,0.06457228963454734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006053652153238813,0.40559469426700046,0.2203529383778928,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,No,Detchd,Unf,TA,TA,Y,No,No,No,WD,Normal,1
0.26998637425053623,0.02930652637726309,0.004395978956589464,0.41761800087599904,0.001098994739147366,0.001098994739147366,0.3617524349693413,0.3617524349693413,0.0,0.09414721598695769,0.0,0.062459534341541965,0.15660675032849963,0.15660675032849963,0.11008263970459449,0.0,0.2666893900330941,0.0,0.0,0.0003663315797157886,0.0001831657898578943,0.000549497369573683,0.0001831657898578943,0.001098994739147366,0.0001831657898578943,0.3617524349693413,0.0003663315797157886,0.08059294753747351,0.031687681645415716,0.0,0.0,0.0,0.0,0.0,0.0,0.001098994739147366,0.3681632376143676,0.2666893900330941,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,No_Veneer,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,No,No,No,WD,Normal,1
0.2853400340845451,0.023214104467895198,0.0046428208935790395,0.44106798489000876,0.0013541560939605531,0.0011607052233947599,0.3820654693674418,0.3820654693674418,0.0,0.0,0.0,0.1617249277930032,0.1617249277930032,0.1617249277930032,0.0,0.0,0.1617249277930032,0.0,0.0,0.00019345087056579332,0.0,0.00038690174113158664,0.00019345087056579332,0.0007738034822631733,0.0,0.3820654693674418,0.00019345087056579332,0.05958286813426434,0.0,0.005803526116973799,0.0,0.0,0.0,0.0,0.0,0.0011607052233947599,0.3888362498372446,0.1617249277930032,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,No_Veneer,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,No,Attchd,Unf,TA,TA,Y,No,No,No,WD,Normal,1
